Chinese	Pinyin	English	TimesUsed
玛利亚	mǎ lì yà	Mary	67
那边	nà biān	over there	66
过了	guò le	passed	66
速速	sù sù	quickly	66
败坏	bài huài	corrupt	66
灭	miè	destroy	66
迦南	jiā nán	Canaan	66
宗族	zōng zú	clans	66
对着	duì zhe	facing	66
异邦	yì bāng	foreign land	66
细面	xì miàn	fine flour	66
遂	suì	fulfill	66
不过	bù guò	not cross	66
葡萄	pú tao	grapes	66
叩拜	kòu bài	worshiped	66
祸患	huò huàn	disaster	66
杀死	shā sǐ	kill	66
荣光	róng guāng	glory	66
不用	bù yòng	not use	66
侧耳	cè ěr	incline the ear	66
逼迫	bī pò	oppress	66
押尼珥	yā ní ěr	Abner	66
西门	xī mén	Simeon	66
经士	jīng shì	scribes	66
野兽	yě shòu	wild animals	65
缘故	yuán gù	reason	65
替	tì	for	65
原	yuán	originally	65
躲避	duǒ bì	hide from	65
不知道	bù zhī dào	do not know	65
五十	wǔ shí	fifty	65
种	zhòng	plant	65
妇女	fù nǚ	women	65
拉班	lā bān	Laban	65
俯听	fǔ tīng	listen	65
当作	dāng zuò	as	65
宰	zǎi	slaughter	65
器具	qì jù	instruments	65
大祭司	dà jì sī	high priest	65
约兰	yuē lán	Joram	65
四	sì	four	64
当日	dāng rì	that day	64
数目	shù mù	number	64
奴	nú	slave	64
东	dōng	east	64
作恶	zuò è	do evil	64
祖	zǔ	ancestor	64
军兵	jūn bīng	army	64
降灾	jiàng zāi	bring disaster	64
活着	huó zhe	alive	64
己	jǐ	yourself	64
丢弃	diū qì	abandon	64
网罗	wǎng luó	snare	64
王宫	wáng gōng	palace	64
以赛亚	yǐ sài yà	Isaiah	64
然而	rán ér	however	64
长存	cháng cún	endures	64
末底改	mò dǐ gǎi	Mordecai	64
母亲	mǔ qīn	mother	64
家中	jiā zhōng	house	63
边	biān	side	63
全能	quán néng	almighty	63
流便	liú biàn	Reuben	63
利未	lì wèi	Levi	63
肯	kěn	willing	63
产业	chǎn yè	inheritance	63
梦	mèng	dream	63
行淫	xíng yín	committed adultery	63
周围	zhōu wéi	surrounding	63
做工	zuò gōng	work	63
书上	shū shàng	in the book	63
远离	yuǎn lí	stay away from	63
精金	jīng jīn	fine gold	63
归于	guī yú	belongs to	63
遭	zāo	suffer	63
建	jiàn	build	63
违弃	wéi qì	forsake	63
的时候	de shí hòu	when	62
一座	yī zuò	a	62
我要	wǒ yào	I will	62
筑	zhù	built	62
岂能	qǐ néng	how can	62
呼叫	hū jiào	called out	62
快	kuài	quick	62
柱子	zhù zi	pillar	62
议论	yì lùn	discuss	62
得胜	dé shèng	prevail	62
抛	pāo	throw	62
得见	dé jiàn	to see	62
歌颂	gē sòng	sing praises	62
祭牲	jì shēng	sacrificial animal	62
感谢	gǎn xiè	thanksgiving	62
欢乐	huān lè	rejoice	62
会堂	huì táng	synagogues	62
犹太	yóu tài	Judea	62
鬼	guǐ	demons	62
彼拉多	bǐ lā duō	Pilate	62
管辖	guǎn xiá	rule over	61
田野	tián yě	field	61
荆棘	jīng jí	thorns	61
在世	zài shì	in the world	61
挪亚	nuó yà	Noah	61
风	fēng	wind	61
晚上	wǎn shang	evening	61
屋子	wū zi	house	61
离弃	lí qì	forsake	61
指	zhǐ	point	61
七个	qī gè	seven	61
厌恶	yàn wù	detest	61
目录	mù lù	table of contents	61
尸首	shī shǒu	dead bodies	61
墙	qiáng	wall	61
察看	chá kàn	examine	61
设	shè	set up	61
郇城	xún chéng	Zion	61
约西亚	yuē xī yà	Josiah	61
亚撒	yà sā	Asa	61
经上	jīng shàng	in the scripture	61
圣徒	shèng tú	saints	61
空中	kōng zhōng	in the sky	60
迦南人	jiā nán rén	Canaanites	60
三个	sān gè	three	60
然后	rán hòu	then	60
震动	zhèn dòng	stirring	60
讴歌	ōu gē	sing	60
击杀	jī shā	attack and kill	60
掌管	zhǎng guǎn	manage	60
以弗得	yǐ fú dé	ephod	60
座	zuò	base	60
毫无	háo wú	utterly without	60
利巴嫩	lì bā nèn	Lebanon	60
推罗	tuī luó	Tyre	60
诡诈	guǐ zhà	deceit	60
遍地	biàn dì	all over the ground	59
一半	yī bàn	one half	59
不然	bù rán	no	59
鉴察	jiàn chá	inspect	59
仁慈	rén cí	mercy	59
迦得	jiā dé	Gad	59
托	tuō	entrust	59
必当	bì dāng	must	59
耳	ěr	ear	59
智慧人	zhì huì rén	wise person	59
别	bié	other	59
平康	píng kāng	peace and health	59
蒙羞	méng xiū	be disgraced	59
掳	lǔ	capture	59
尊荣	zūn róng	honor	59
便雅悯人	biàn yǎ mǐn rén	Benjaminites	59
撒督	sā dū	Zadok	59
开	kāi	separate	58
起名	qǐ míng	name	58
三日	sān rì	three days	58
收割	shōu gē	harvest	58
下面	xià miàn	below	58
示剑	shì jiàn	Shechem	58
人民	rén mín	people	58
知	zhī	know	58
不知	bù zhī	do not know	58
葡萄树	pú táo shù	vine	58
震怒	zhèn nù	wrath	58
洒	sǎ	sprinkle	58
伊法	yī fǎ	ephah	58
祭物	jì wù	sacrificial offerings	58
殿宇	diàn yǔ	temples	58
攻取	gōng qǔ	conquer	58
快乐	kuài lè	happy	58
耶何耶大	yē hé yē dà	Jehoiada	58
说的	shuō de	said by	58
以斯帖	yǐ sī tiē	Esther	58
树木	shù mù	trees	57
昼夜	zhòu yè	day and night	57
形状	xíng zhuàng	appearance	57
强暴	qiáng bào	violence	57
以及	yǐ jí	and also	57
各处	gè chù	various places	57
牛羊	niú yáng	cattle and sheep	57
或者	huò zhě	perhaps	57
军长	jūn zhǎng	commander	57
羞辱	xiū rǔ	disgrace	57
忘记	wàng jì	forget	57
收	shōu	gather	57
及	jí	and	57
祭祀	jì sì	sacrifice	57
残疾	cán jí	defect	57
随从	suí cóng	follow	57
火祭	huǒ jì	fire offering	57
子民	zǐ mín	people	57
一千	yī qiān	one thousand	57
流血	liú xuè	bleeding	57
崇拜	chóng bài	worship	57
侍立	shì lì	stand in attendance	57
位	wèi	seat	57
迦勒底人	jiā lè dǐ rén	Chaldeans	57
情欲	qíng yù	lust	57
众多	zhòng duō	abundantly	56
金子	jīn zi	gold	56
放	fàng	let go	56
日头	rì tou	sun	56
禁止	jìn zhǐ	forbid	56
劳苦	láo kǔ	toil	56
祖宗	zǔ zōng	ancestor	56
灾祸	zāi huò	disaster	56
盾牌	dùn pái	shield	56
路上	lù shàng	on the way	56
外邦	wài bāng	foreign nations	56
哭号	kū háo	weep and wail	56
非	fēi	not	56
左右	zuǒ yòu	left and right	56
吃喝	chī hē	eat and drink	56
深	shēn	deep	56
居所	jū suǒ	dwelling place	56
贫穷	pín qióng	poor	56
计数	jì shǔ	count	56
哈曼	hā màn	Haman	56
夫子	fū zǐ	teacher	56
天地	tiān dì	heaven and earth	55
羞愧	xiū kuì	ashamed	55
房子	fáng zi	house	55
不许	bù xǔ	not allow	55
藏	cáng	hid	55
妹子	mèi zi	sister	55
保全	bǎo quán	preserve	55
止住	zhǐ zhù	stopped	55
脸	liǎn	face	55
攻打	gōng dǎ	attack	55
任	rèn	let	55
乃	nǎi	but	55
选择	xuǎn zé	choose	55
同去	tóng qù	went together	55
甚多	shèn duō	very many	55
拉结	lā jié	Rachel	55
用以	yòng yǐ	use to	55
灾	zāi	plague	55
量	liáng	measure	55
你们的	nǐ men de	your	55
商议	shāng yì	discuss	55
靠着	kào zhe	rely on	55
撒但	sā dàn	Satan	55
窥探	kuī tàn	spy out	54
耶利哥	yē lì gē	Jericho	54
世	shì	world	54
举目	jǔ mù	lifted up his eyes	54
落在	luò zài	land on	54
急忙	jí máng	hurriedly	54
万国	wàn guó	all nations	54
近	jìn	close	54
一位	yī wèi	a	54
被杀	bèi shā	killed	54
满	mǎn	fulfill	54
软弱	ruǎn ruò	weak	54
交与	jiāo yǔ	hand over to	54
困苦	kùn kǔ	hardship	54
责打	zé dǎ	beat	54
终	zhōng	finally	54
叛逆	pàn nì	rebellious	54
用作	yòng zuò	used as	54
竿	gān	pole	54
诱惑	yòu huò	seduce	54
根基	gēn jī	foundation	54
显明	xiǎn míng	reveal	54
主名	zhǔ míng	the name of the Lord	53
拉	lā	pull	53
田	tián	field	53
素来	sù lái	always	53
些	xiē	some	53
胜	shèng	prevail over	53
外邦人	wài bāng rén	foreigners	53
折断	zhé duàn	break	53
妆饰	zhuāng shì	ornament	53
须要	xū yào	must	53
职分	zhí fèn	office	53
日期	rì qī	dates	52
亚摩利人	yà mó lì rén	Amorites	52
当时	dāng shí	at that time	52
兄	xiōng	elder brother	52
台	tái	tower	52
大玛色	dà mǎ sè	Damascus	52
使人	shǐ rén	cause people	52
非利士	fēi lì shì	Philistine	52
父亲	fù qīn	father	52
吃饭	chī fàn	eat	52
报	bào	repay	52
的事	de shì	things	52
以利	yǐ lì	Eri	52
怎么	zěn me	how	52
各族	gè zú	each tribe	52
举手	jǔ shǒu	raise hand	52
必定	bì dìng	certainly	52
医治	yī zhì	heal	52
盛	chéng	fill	52
百夫长	bǎi fū zhǎng	commanders of hundreds	52
抢夺	qiǎng duó	rob	52
不但	bù dàn	not only	52
欢欣	huān xīn	joyful	52
北方	běi fāng	north	52
罗波安	luó bō ān	Rehoboam	52
辩论	biàn lùn	debate	52
希律	xī lǜ	Herod	52
接待	jiē dài	receive	52
引诱	yǐn yòu	tempted	51
自从	zì cóng	since	51
止息	zhǐ xī	subside	51
奠酒	diàn jiǔ	pour wine	51
穿上	chuān shàng	put on	51
头发	tóu fa	hair	51
示每	shì měi	Shimei	51
海中	hǎi zhōng	in the sea	51
兵	bīng	soldiers	51
之处	zhī chù	place	51
迷惑	mí huò	confuse	51
愿意	yuàn yì	wish	51
凌辱	líng rǔ	humiliation	51
归向	guī xiàng	turn to	51
亚玛谢	yà mǎ xiè	Amaziah	51
愚昧人	yú mèi rén	foolish people	51
妻子	qī zi	wife	50
系	jì	tie	50
迦南地	jiā nán dì	land of Canaan	50
民中	mín zhōng	among the people	50
往前	wǎng qián	go forward	50
同寝	tóng qǐn	lie with	50
捆绑	kǔn bǎng	bound	50
不愿	bù yuàn	unwilling	50
强盛	qiáng shèng	powerful	50
足	zú	sufficient	50
蜜	mì	honey	50
境内	jìng nèi	within the borders	50
其后	qí hòu	after that	50
谎言	huǎng yán	lies	50
弃绝	qì jué	reject	50
摩押人	mó yā rén	Moabites	50
杀害	shā hài	kill	50
工	gōng	work	49
安息	ān xī	rest	49
男子	nán zǐ	a man	49
门前	mén qián	before the door	49
七十	qī shí	seventy	49
不必	bù bì	need not	49
饮	yǐn	give drink	49
患	huàn	suffer	49
恨	hèn	hate	49
奴仆	nú pú	servant	49
穷人	qióng rén	poor people	49
烈火	liè huǒ	blazing fire	49
或是	huò shì	or	49
亵渎	xiè dú	blaspheme	49
迦勒	jiā lè	Caleb	49
饥饿	jī è	hungry	49
比喻	bǐ yù	parable	49
夜	yè	night	48
怀孕	huái yùn	conceived	48
开口	kāi kǒu	opens its mouth	48
生了	shēng le	gave birth to	48
又说	yòu shuō	also said	48
各国	gè guó	each nation	48
亚兰	yà lán	Aram	48
分散	fēn sǎn	scattered	48
本地	běn dì	native place	48
骆驼	luò tuo	camels	48
原是	yuán shì	originally are	48
以实玛利	yǐ shí mǎ lì	Ishmael	48
筵席	yán xí	feast	48
带领	dài lǐng	led	48
我儿	wǒ ér	my son	48
伸冤	shēn yuān	vindicate	48
拿弗他利	ná fú tā lì	Naphtali	48
一件	yī jiàn	one	48
物件	wù jiàn	items	48
伯利恒	bó lì héng	Bethlehem	48
告	gào	report	48
虚空	xū kōng	empty	48
地土	dì tǔ	land	48
府库	fǔ kù	treasure cities	48
千夫长	qiān fū zhǎng	commanders of thousands	48
圣物	shèng wù	holy things	48
而来	ér lái	come	48
无知	wú zhī	without knowledge	48
道途	dào tú	path	48
写信	xiě xìn	write a letter	48
免	miǎn	avoid	47
馨香	xīn xiāng	fragrance	47
钱	qián	money	47
心意	xīn yì	desire	47
相对	xiāng duì	facing each other	47
病	bìng	sickness	47
她的	tā de	her	47
男丁	nán dīng	male members	47
杯	bēi	cup	47
本	běn	originally	47
得以	dé yǐ	be able to	47
荒凉	huāng liáng	desolate	47
枪	qiāng	spear	47
战士	zhàn shì	warriors	47
救护	jiù hù	rescue	47
基比亚	jī bǐ yà	Gibeah	47
耶西	yē xī	Jesse	47
万有的主	wàn yǒu de zhǔ	Lord of all	47
亚哈谢	yà hā xiè	Ahaziah	47
书信	shū xìn	letter	47
耶稣基督	yē sū jī dū	Jesus Christ	47
以上	yǐ shàng	above	46
飞鸟	fēi niǎo	birds	46
第七日	dì qī rì	the seventh day	46
当中	dāng zhōng	in the middle	46
怕	pà	fear	46
能力	néng lì	power	46
世代	shì dài	generation	46
罗得	luó dé	Lot	46
供给	gōng jǐ	give	46
公羊	gōng yáng	ram	46
思想	sī xiǎng	meditate	46
互相	hù xiāng	mutually	46
尚	shàng	still	46
护庇	hù bì	shelter	46
饮食	yǐn shí	eat and drink	46
胜过	shèng guò	more than	46
床	chuáng	bed	46
美	měi	beautiful	46
人数	rén shù	number of people	46
试探	shì tàn	test	46
奸淫	jiān yín	commit adultery	46
灯台	dēng tái	lampstand	46
半	bàn	half	46
公平	gōng píng	fairness	46
终日	zhōng rì	all day	46
我所	wǒ suǒ	I have	46
受苦	shòu kǔ	suffer	46
其次	qí cì	next	46
讲道	jiǎng dào	preach	46
第三	dì sān	third	45
管	guǎn	govern	45
男	nán	male	45
结	jiē	bear	45
耕种	gēng zhòng	to cultivate	45
西	xī	west	45
护卫	hù wèi	protect	45
海边	hǎi biān	seashore	45
皮	pí	skin	45
牧养	mù yǎng	shepherd	45
群畜	qún chù	livestock	45
哭泣	kū qì	weep	45
阴间	yīn jiān	Sheol	45
日日	rì rì	day after day	45
真	zhēn	true	45
财宝	cái bǎo	treasure	45
叹息	tàn xī	sigh	45
每日	měi rì	every day	45
净尽	jìng jìn	completely	45
致	zhì	cause	45
灯	dēng	lamp	45
无异	wú yì	no difference	45
垂听	chuí tīng	listen	45
巴珊	bā shān	Bashan	45
巴勒	bā lè	Balak	45
引	yǐn	lead	45
灭没	miè mò	destruction	45
保障	bǎo zhàng	protection	45
亚哈斯	yà hā sī	Ahaz	45
宝石	bǎo shí	precious stone	44
正是	zhèng shì	exactly is	44
法柜	fǎ guì	ark of the covenant	44
岂不	qǐ bù	would not	44
方言	fāng yán	language	44
传扬	chuán yáng	proclaim	44
那样	nà yàng	like that	44
夺获	duó huò	seize and recover	44
所求	suǒ qiú	request	44
敢	gǎn	dare	44
同族	tóng zú	same clan	44
的人	de rén	people	44
随后	suí hòu	afterwards	44
西布伦	xī bù lún	Zebulun	44
正如	zhèng rú	just as	44
喜欢	xǐ huān	were pleased	44
伊及国	yī jí guó	Egypt	44
定例	dìng lì	established rule	44
安然	ān rán	peacefully	44
蝗虫	huáng chóng	locusts	44
男女	nán nǚ	men and women	44
救恩	jiù ēn	salvation	44
至圣	zhì shèng	most holy	44
上面	shàng miàn	above	44
苟合	gǒu hé	commit fornication	44
当差	dāng chāi	serve	44
分给	fēn gěi	distribute to	44
训诲	xùn huì	instruct	44
刑罚	xíng fá	punishment	44
自夸	zì kuā	boast	44
以色列家	yǐ sè liè jiā	house of Israel	44
列王记	liè wáng jì	Book of Kings	44
爱心	ài xīn	love	44
灵魂	líng hún	soul	43
四面	sì miàn	all sides	43
蛇	shé	snake	43
艰难	jiān nán	difficult	43
官长	guān zhǎng	officials	43
悦纳	yuè nà	acceptance	43
生子	shēng zǐ	gave birth to a son	43
手下	shǒu xià	under your authority	43
撒拉	sā lā	Sarah	43
活	huó	live	43
下到	xià dào	went down to	43
哈末	hā mò	Hamor	43
童子	tóng zǐ	youth	43
染	rǎn	dye	43
举	jǔ	lift	43
罪人	zuì rén	sinner	43
婢女	bì nǚ	maidservant	43
例	lì	ordinance	43
恩惠	ēn huì	grace	43
箭	jiàn	arrows	43
紫色	zǐ sè	purple	43
板	bǎn	board	43
根	gēn	root	43
徒然	tú rán	in vain	43
行动	xíng dòng	actions	43
意旨	yì zhǐ	will	43
拿单	ná dān	Nathan	43
比拿雅	bǐ ná yǎ	Benaiah	43
称颂	chēng sòng	praise	43
盛怒	shèng nù	wrath	43
尘土	chén tǔ	dust	42
伤	shāng	hurt	42
饶恕	ráo shù	forgive	42
虽然	suī rán	although	42
同着	tóng zhe	together with	42
恨恶	hèn wù	hate	42
便是	biàn shì	then is	42
米斯巴	mǐ sī bā	Mizpah	42
住处	zhù chù	dwellings	42
站着	zhàn zhe	stand	42
回家	huí jiā	return home	42
四方	sì fāng	all directions	42
越发	yuè fā	more and more	42
以来	yǐ lái	since	42
警教	jǐng jiào	warn	42
虚假	xū jiǎ	false	42
雕刻	diāo kè	carve	42
大力	dà lì	great strength	42
肢体	zhī tǐ	limbs	42
撒	sǎ	sow	42
赀财	zī cái	wealth	42
枯干	kū gān	dried up	42
不见	bù jiàn	not seen	42
米迦	mǐ jiā	Micah	42
施洗	shī xǐ	baptize	42
带到	dài dào	brought to	41
罪孽	zuì niè	sin	41
血气	xuè qì	flesh	41
四十	sì shí	forty	41
所作	suǒ zuò	made	41
所多玛	suǒ duō mǎ	Sodom	41
断	duàn	absolutely	41
睡	shuì	sleep	41
预先	yù xiān	in advance	41
代替	dài tì	instead of	41
利百加	lì bǎi jiā	Rebekah	41
遮盖	zhē gài	cover	41
我是	wǒ shì	I am	41
白昼	bái zhòu	daytime	41
他玛	tā mǎ	Tamar	41
算为	suàn wéi	counted as	41
尚且	shàng qiě	even	41
惩治	chéng zhì	punish	41
十分之一	shí fēn zhī yī	one tenth	41
诸神	zhū shén	all gods	41
蓝色	lán sè	blue	41
按手	àn shǒu	lay hands	41
香	xiāng	incense	41
淫妇	yín fù	adulteress	41
有时	yǒu shí	sometimes	41
藉着	jiè zhe	by means of	41
讲	jiǎng	speak	41
围困	wéi kùn	besiege	41
坛	tán	altars	41
仁义	rén yì	righteousness	41
顺服	shùn fú	submit	41
远方	yuǎn fāng	distant place	41
示玛雅	shì mǎ yǎ	Shemaiah	41
犹大王	yóu dà wáng	King of Judah	41
恩慈	ēn cí	mercy	41
第二	dì èr	second	40
女人	nǚ rén	woman	40
情愿	qíng yuàn	willing	40
觉得	jué de	feel	40
前头	qián tou	ahead	40
对面	duì miàn	opposite	40
吉甲	jí jiǎ	Gilgal	40
接	jiē	took	40
土地	tǔ dì	land	40
迦勒底	jiā lè dǐ	Chaldea	40
奴婢	nú bì	servants	40
井	jǐng	well	40
门口	mén kǒu	entrance	40
个人	gè rén	men	40
栽种	zāi zhòng	plant	40
献上	xiàn shàng	offer up	40
所生	suǒ shēng	born of	40
进了	jìn le	entered	40
律例	lǜ lì	statutes	40
苦	kǔ	suffering	40
一个人	yī gè rén	a man	40
米甸人	mǐ diàn rén	Midianites	40
粮	liáng	grain	40
车	chē	chariot	40
墙垣	qiáng yuán	wall	40
新	xīn	new	40
拿住	ná zhù	grasp	40
异迹	yì jì	miracle	40
月	yuè	month	40
腰间	yāo jiān	around the waist	40
战车	zhàn chē	chariot	40
幔	màn	curtain	40
时常	shí cháng	always	40
恩宠	ēn chǒng	favor	40
刺	cì	tattoo	40
焚毁	fén huǐ	destroy by fire	40
暗中	àn zhōng	secretly	40
亲爱的	qīn ài de	beloved	40
属城	shǔ chéng	appurtenant cities	40
缮写	shàn xiě	scribe	40
完全	wán quán	complete	40
圣主	shèng zhǔ	Holy Lord	40
天国	tiān guó	Kingdom of Heaven	40
腓力	féi lì	Philip	40
鸟	niǎo	birds	39
父家	fù jiā	father's household	39
无花果树	wú huā guǒ shù	fig tree	39
挑选	tiāo xuǎn	chose	39
思念	sī niàn	thoughts	39
邪恶	xié è	evil	39
积蓄	jī xù	store up	39
逃走	táo zǒu	escape	39
世世代代	shì shì dài dài	generation after generation	39
五个	wǔ gè	five	39
头生	tóu shēng	firstborn	39
怎能	zěn néng	how can	39
哥辖	gē xiá	Kohath	39
威严	wēi yán	majesty	39
大水	dà shuǐ	great waters	39
无不	wú bù	none not	39
间	jiān	among	39
安居	ān jū	dwell	39
此后	cǐ hòu	after this	39
偿还	cháng huán	repay	39
孤儿	gū ér	orphan	39
绳	shéng	cord	39
哪	nǎ	which	39
报仇	bào chóu	take revenge	39
葬埋	zàng mái	buried	39
忧伤	yōu shāng	grieved	39
偃卧	yǎn wò	to lie down	39
光辉	guāng huī	radiance	39
何曾	hé céng	ever	39
真实	zhēn shí	true	39
王后	wáng hòu	queen	39
约雅敬	yuē yǎ jìng	Jehoiakim	39
狂风	kuáng fēng	fierce wind	39
信主	xìn zhǔ	believe in the Lord	39
土	tǔ	earth	38
东边	dōng biān	east side	38
妓女	jì nǚ	prostitute	38
二百	èr bǎi	two hundred	38
远	yuǎn	far	38
西顿	xī dùn	Sidon	38
背叛	bèi pàn	rebelled	38
一点	yī diǎn	a little	38
逃	táo	flee	38
亲近	qīn jìn	approach	38
觉	jué	feel	38
轭	è	yoke	38
利亚	lì yà	Leah	38
西缅	xī miǎn	Simeon	38
亚设	yà shè	Asher	38
愚昧	yú mèi	foolish	38
想念	xiǎng niàn	miss	38
劳碌	láo lù	toil	38
里头	lǐ tou	inside	38
受了	shòu le	received	38
草	cǎo	grass	38
这边	zhè biān	this side	38
掌权	zhǎng quán	hold power	38
罚	fá	punish	38
又如	yòu rú	also like	38
亚舍拉	yà shě lā	Asherah poles	38
铁	tiě	iron	38
仇人	chóu rén	foes	38
地极	dì jí	ends of the earth	38
立刻	lì kè	immediately	38
轮	lún	wheel	38
以色列王	yǐ sè liè wáng	king of Israel	38
救主	jiù zhǔ	Savior	38
传道	chuán dào	preach the gospel	38
魔鬼	mó guǐ	devil	38
希奇	xī qí	marveled	38
降福	jiàng fú	bless	37
住宿	zhù sù	lodged	37
赫人	hè rén	Hittites	37
初	chū	beginning	37
